card,set,art_type,printing,price_usd,listing_title,source_page,source_url,verification,captured_date
Steelforge Regalia,Into the Accordlands,Standard,,2.0,Steelforge Regalia [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
Stirges,Into the Accordlands,Standard,,0.35,Stirges [Into the Accordlands],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Stolen Destiny,Box of Greed,Standard,,1.5,Stolen Destiny [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Stonefist Gargoyle,Box of Greed,Standard,,0.75,Stonefist Gargoyle [Box of Greed],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Storm Shard,Into the Accordlands,Extended,,10.0,Storm Shard (Extended Art) [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Storm Shard,Into the Accordlands,Standard,,10.0,Storm Shard [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
Storm's Attendant,Into the Accordlands,Standard,,0.75,Storm's Attendant [Into the Accordlands],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Stormlord,Into the Accordlands,Standard,,0.35,Stormlord [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Strongarm Stout,Into the Accordlands,Standard,,0.75,Strongarm Stout [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
Summon Avalanche,Into the Accordlands,Standard,,0.35,Summon Avalanche [Into the Accordlands],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Sunforge Aspis,Into the Accordlands,Standard,,0.35,Sunforge Aspis [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Sunforge Smith,Into the Accordlands,Standard,,0.75,Sunforge Smith [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Sunseeker's Goggles,Into the Accordlands,Standard,,0.35,Sunseeker's Goggles [Into the Accordlands],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Sutek Razorclaw,Into the Accordlands,Standard,,0.75,Sutek Razorclaw [Into the Accordlands],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Sutek Shank,Into the Accordlands,Standard,,0.35,Sutek Shank [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Sutek Slimefang,Into the Accordlands,Standard,,0.35,Sutek Slimefang [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Swampbook,Into the Accordlands,Standard,,0.75,Swampbook [Into the Accordlands],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Swift,Into the Accordlands,Standard,,0.35,Swift [Into the Accordlands],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
Swiftcloud,Into the Accordlands,Extended,,2.03,Swiftcloud (Extended Art) [Into the Accordlands],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Swiftcloud,Into the Accordlands,Standard,,1.5,Swiftcloud [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
Swivel,Into the Accordlands,Standard,,2.0,Swivel [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
Talib al-Sirr,Box of Greed,Standard,,0.35,Talib al-Sirr [Box of Greed],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Talisman of Faith,Into the Accordlands,Standard,,0.35,Talisman of Faith [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
Talisman of Might,Into the Accordlands,Standard,,0.35,Talisman of Might [Into the Accordlands],14,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=14,Direct collection listing,2026-08-01
Taoth,Box of Greed,Standard,,0.35,Taoth [Box of Greed],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Tattered Armaments,Into the Accordlands,Standard,,0.35,Tattered Armaments [Into the Accordlands],22,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=22,Direct collection listing,2026-08-01
Taumar the Protector,Into the Accordlands,Standard,,0.35,Taumar the Protector [Into the Accordlands],12,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=12,Direct collection listing,2026-08-01
Tavis Jape,Box of Greed,Standard,,0.75,Tavis Jape [Box of Greed],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Tazian Dythanus,Into the Accordlands,Extended,,7.5,Tazian Dythanus (Extended Art) [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Tazian Dythanus,Into the Accordlands,Standard,,1.5,Tazian Dythanus [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Terrorize,Into the Accordlands,Standard,,0.75,Terrorize [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Teufeltiger's Shroud,Into the Accordlands,Standard,,35.0,Teufeltiger's Shroud [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
TFK Brigand,Into the Accordlands,Standard,,1.5,TFK Brigand [Into the Accordlands],1,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=1,Direct collection listing,2026-08-01
The Dark Horse,Box of Greed,Standard,,0.35,The Dark Horse [Box of Greed],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
The Mighty Mugg,Into the Accordlands,Standard,,1.5,The Mighty Mugg [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
The Quick and the Dead,Into the Accordlands,Standard,,1.5,The Quick and the Dead [Into the Accordlands],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Thicket,Into the Accordlands,Standard,,0.35,Thicket [Into the Accordlands],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Throwing Shield,Into the Accordlands,Standard,,0.35,Throwing Shield [Into the Accordlands],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Thunic Yeti,Into the Accordlands,Standard,,0.75,Thunic Yeti [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Tide Turner,Into the Accordlands,Extended,,1.5,Tide Turner (Extended Art) [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Tide Turner,Into the Accordlands,Standard,,0.75,Tide Turner [Into the Accordlands],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
Tinker,Into the Accordlands,Standard,,0.35,Tinker [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Toren Yscar,Box of Greed,Standard,,2.0,Toren Yscar [Box of Greed],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Trap,Into the Accordlands,Standard,,0.35,Trap [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Treewalk,Box of Greed,Standard,,0.35,Treewalk [Box of Greed],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Tresven,Into the Accordlands,Standard,,0.75,Tresven [Into the Accordlands],3,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=3,Direct collection listing,2026-08-01
Trevor Magson,Box of Greed,Extended,,0.35,Trevor Magson (Extended Art) [Box of Greed],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Treyik,Into the Accordlands,Standard,,0.35,Treyik [Into the Accordlands],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Treyik Netheryn,Into the Accordlands,Standard,,0.75,Treyik Netheryn [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Trinket of Malice,Into the Accordlands,Standard,,0.35,Trinket of Malice [Into the Accordlands],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Trogid,Into the Accordlands,Standard,,0.35,Trogid [Into the Accordlands],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Tunnel Vanguard,Into the Accordlands,Standard,,0.35,Tunnel Vanguard [Into the Accordlands],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Tunnel Worm,Into the Accordlands,Standard,,0.35,Tunnel Worm [Into the Accordlands],17,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=17,Direct collection listing,2026-08-01
Tybast,Box of Greed,Standard,,0.35,Tybast [Box of Greed],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
Tyren Ruskin,Into the Accordlands,Standard,,0.75,Tyren Ruskin [Into the Accordlands],8,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=8,Direct collection listing,2026-08-01
Tyyphera,Box of Greed,Standard,,0.35,Tyyphera [Box of Greed],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Unicorn of Thun,Into the Accordlands,Extended,,37.5,Unicorn of Thun (Extended Art) [Into the Accordlands],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Unicorn of Thun,Into the Accordlands,Standard,,1.5,Unicorn of Thun [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Unsummon,Into the Accordlands,Standard,,0.35,Unsummon [Into the Accordlands],18,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=18,Direct collection listing,2026-08-01
"Vactus, Spirit's Champion",Into the Accordlands,Extended,,2.0,"Vactus, Spirit's Champion (Extended Art) [Into the Accordlands]",21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
"Vactus, Spirit's Champion",Into the Accordlands,Standard,,1.5,"Vactus, Spirit's Champion [Into the Accordlands]",20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Valdimar,Into the Accordlands,Standard,,0.35,Valdimar [Into the Accordlands],20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Vanguard's Presence,Into the Accordlands,Extended,,1.5,Vanguard's Presence (Extended Art) [Into the Accordlands],13,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=13,Direct collection listing,2026-08-01
Vanguard's Presence,Into the Accordlands,Standard,,1.5,Vanguard's Presence [Into the Accordlands],8,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=8,Direct collection listing,2026-08-01
Veera and Bones,Into the Accordlands,Standard,,0.75,Veera and Bones [Into the Accordlands],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Venom Vines,Box of Greed,Standard,,0.5,Venom Vines [Box of Greed],5,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=5,Direct collection listing,2026-08-01
Venomtipped Arrows,Into the Accordlands,Standard,,0.75,Venomtipped Arrows [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Verdigris,Box of Greed,Standard,,0.35,Verdigris [Box of Greed],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Verusk,Box of Greed,Standard,,0.35,Verusk [Box of Greed],10,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=10,Direct collection listing,2026-08-01
Veteran Bowman,Into the Accordlands,Standard,,0.35,Veteran Bowman [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Viscous Goo,Into the Accordlands,Standard,,0.75,Viscous Goo [Into the Accordlands],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Wa'San Wolf-Spirit,Into the Accordlands,Extended,,0.75,Wa'San Wolf-Spirit (Extended Art) [Into the Accordlands],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Wa'San Wolf-Spirit,Into the Accordlands,Standard,,0.75,Wa'San Wolf-Spirit [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Walk on Wind,Into the Accordlands,Standard,,0.75,Walk on Wind [Into the Accordlands],11,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=11,Direct collection listing,2026-08-01
War Horse,Into the Accordlands,Standard,,0.35,War Horse [Into the Accordlands],14,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=14,Direct collection listing,2026-08-01
Warboss Azh'kal,Into the Accordlands,Extended,,1.5,Warboss Azh'kal (Extended Art) [Into the Accordlands],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
Warboss Azh'kal,Into the Accordlands,Standard,,1.5,Warboss Azh'kal [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Well of Screams,Into the Accordlands,Standard,,10.0,Well of Screams [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Well Supplied,Into the Accordlands,Extended,,1.0,Well Supplied (Extended Art) [Into the Accordlands],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Well Supplied,Into the Accordlands,Standard,,0.75,Well Supplied [Into the Accordlands],7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
Wither,Into the Accordlands,Standard,,0.35,Wither [Into the Accordlands],9,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=9,Direct collection listing,2026-08-01
Woestone,Into the Accordlands,Standard,,0.35,Woestone [Into the Accordlands],21,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=21,Direct collection listing,2026-08-01
Wraithstalker,Into the Accordlands,Standard,,1.5,Wraithstalker [Into the Accordlands],2,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=2,Direct collection listing,2026-08-01
Wyvernsteed,Box of Greed,Standard,,0.35,Wyvernsteed [Box of Greed],6,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=6,Direct collection listing,2026-08-01
Xaxxon's Fire,Box of Greed,Standard,,0.35,Xaxxon's Fire [Box of Greed],14,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=14,Direct collection listing,2026-08-01
Xcalam Coatl,Into the Accordlands,Standard,,0.35,Xcalam Coatl [Into the Accordlands],15,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=15,Direct collection listing,2026-08-01
Yanthorine,Into the Accordlands,Standard,,0.35,Yanthorine [Into the Accordlands],16,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=16,Direct collection listing,2026-08-01
Yscarite Berserker,Into the Accordlands,Standard,,0.35,Yscarite Berserker [Into the Accordlands],19,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=19,Direct collection listing,2026-08-01
"Z'adok, Prey Herder",Into the Accordlands,Extended,,1.5,"Z'adok, Prey Herder (Extended Art) [Into the Accordlands]",7,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=7,Direct collection listing,2026-08-01
"Z'adok, Prey Herder",Into the Accordlands,Standard,,1.5,"Z'adok, Prey Herder [Into the Accordlands]",20,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=20,Direct collection listing,2026-08-01
Zaina,Into the Accordlands,Standard,,1.5,Zaina [Into the Accordlands],4,https://gamersguildazcards.com/collections/warlord-tcg-singles?page=4,Direct collection listing,2026-08-01
